text,gold_category,pred_category,pred_prob
"Aluguel da casa 124,95 rs",Outros,Outros,0.623046685705478
Pastel na feira R$79.23,Comida,Comida,0.9341278546949111
Devolução da loja R$92.10,Outros,Outros,0.9423511671861698
"Carnes no açougue R$ 325,69",Mercado,Mercado,0.910586316285943
"Troca de óleo 110,14 rs",Transporte,Transporte,0.9333901591012492
"Mandei R$ 216,06 pro Francisca",Outros,Outros,0.9287722611666499
"Material de limpeza 1613,79 reais",Moradia,Moradia,0.7883668684631665
Reembolso do plano 341.15 rs,Outros,Outros,0.9153100818564711
"Teatro municipal 105,36 rs",Lazer,Lazer,0.9133389566842679
Reembolso do plano R$ 122.44,Outros,Outros,0.9256774240025512
"Xerox das provas 25,93 rs",Educação,Educação,0.9258225175611073
Hambúrguer no food truck 9.19 rs,Comida,Comida,0.9050274381488096
"Xerox das provas 212,17 reais",Educação,Educação,0.9455199864075304
"Cinema no shopping R$143,50",Lazer,Lazer,0.8811321559245856
"Aluguel da casa 236,64 reais",Outros,Outros,0.6233485101600449
Seguro do carro 202.33 reais,Outros,Outros,0.766159179023719
Cashback do cartão R$ 116.06,Outros,Outros,0.9428271215201489
"Vendeu o celular 356,84 reais",Outros,Outros,0.9296992506643361
"Bilhete único 42,83 rs",Transporte,Transporte,0.913321301300447
Conta de luz 1069.51 rs,Moradia,Moradia,0.9443700286012735
Conta de luz 600.83 rs,Moradia,Moradia,0.9251652077362941
Transferi 160.04 rs para minha mãe,Outros,Outros,0.9113315164673393
"Conta de luz R$143,51",Moradia,Moradia,0.9412250206281761
"Cashback do cartão R$ 195,51",Outros,Outros,0.9243557917862107
Pagamento consultoria R$1847.54,Salário,Salário,0.8910343511870797
Troca de óleo 176.13 reais,Transporte,Transporte,0.9422111819686321
"Teatro municipal 38,82 rs",Lazer,Lazer,0.9218189939418232
Compras da semana 410.51 reais,Mercado,Mercado,0.9365690395302004
TED R$309.83 pagamento,Outros,Outros,0.8024015211878259
Mensalidade Unopar 268.52 reais,Educação,Educação,0.9456149371684552
"Internet banda larga 144,07 rs",Moradia,Moradia,0.7898685258895961
PIX para Luiza R$ 86.55,Outros,Outros,0.9298692603794141
"Teatro municipal R$ 14,56",Lazer,Lazer,0.9225277948329021
"Carnes no açougue R$ 116,94",Mercado,Mercado,0.9291039388594401
Taxa do banco 54.84 rs,Outros,Outros,0.9298827438432499
"Troca de óleo 64,55 reais",Transporte,Transporte,0.9315729246871793
Devolução da loja 275.49 reais,Outros,Outros,0.9338596262708793
Material escolar 332.87 reais,Educação,Educação,0.9454054471243709
"Pagamento da empresa 4052,95 rs",Salário,Salário,0.8761402693579189
Cafezinho da manhã 37.86 rs,Comida,Comida,0.8876586329403193
IPTU 1595.74 reais,Moradia,Moradia,0.9173085258044266
"Carnes no açougue 117,42 reais",Mercado,Mercado,0.9304470763003404
"Cafezinho da manhã R$ 15,48",Comida,Comida,0.9328347489075809
Hambúrguer no food truck R$44.06,Comida,Comida,0.9290758657474701
"PIX agendado R$108,67",Outros,Outros,0.9421461921429065
"Prêmio da loteria R$156,12",Outros,Outros,0.9407859886089506
"Hora extra R$6634,77",Salário,Salário,0.924180390132627
"Taxa do banco R$290,63",Outros,Outros,0.9459139906026836
"Água da SABESP R$758,06",Moradia,Moradia,0.8912624313541149
"Material escolar 139,47 rs",Educação,Educação,0.9446937518588797
"15,17 rs no lanche da tarde",Comida,Comida,0.9222914221370117
Cashback do cartão R$ 104.82,Outros,Outros,0.9337527125909834
"Cafezinho da manhã 79,13 rs",Comida,Comida,0.9402006650813396
13º salário R$ 4405.21,Salário,Salário,0.9474450046184115
"Presente de aniversário R$208,41",Outros,Outros,0.9339484143801874
Troca de óleo 37.67 reais,Transporte,Transporte,0.9184883575103049
13º salário R$ 5611.63,Salário,Salário,0.9383859327488796
Apostila do concurso R$ 71.82,Educação,Educação,0.9228358803378788
Compras da semana 389.15 rs,Mercado,Mercado,0.9368750371574063
Spotify premium 170.92 rs,Lazer,Lazer,0.9408508934533666
Empréstimo recebido 154.03 rs,Outros,Outros,0.935940224793848
Academia Smart Fit R$74.70,Saúde,Saúde,0.9364973104742998
"Corte de cabelo 253,73 rs",Outros,Outros,0.5665570316309353
"Comprinhas básicas R$406,10",Mercado,Mercado,0.9096685858979813
"Ajuda familiar R$ 44,64",Outros,Outros,0.9321048110575093
Vendeu o celular R$ 332.85,Outros,Outros,0.936667757271195
Ajuda familiar R$ 357.25,Outros,Outros,0.9332398878382726
"Extra supermercados 103,53 rs",Mercado,Mercado,0.8466406533666885
Trabalho extra 2838.88 reais,Salário,Salário,0.8979900962330273
"Aluguel do apartamento R$ 205,23",Moradia,Moradia,0.7982757595858873
Comprinhas básicas R$44.59,Mercado,Mercado,0.9423892497595606
"Pão de Açúcar 164,57 reais",Mercado,Mercado,0.9417656905987322
Ajuda familiar 60.07 rs,Outros,Outros,0.9159897433027752
"Uber para o trabalho 94,30 rs",Transporte,Transporte,0.8367562854156985
"Prêmio da loteria R$222,08",Outros,Outros,0.8868675418935911
"Drogaria pacheco 105,45 rs",Saúde,Saúde,0.9098763266974684
Pão de Açúcar R$ 241.20,Mercado,Mercado,0.9183262475589569
"Açaí com granola 68,35 reais",Comida,Comida,0.8469824638444766
Emprestei R$61.16 para o João,Outros,Outros,0.933199015843028
68.23 reais no lanche da tarde,Comida,Comida,0.9165210804087716
Spotify premium 144.98 reais,Lazer,Lazer,0.9198114089136696
"DOC R$214,30 para irmão",Outros,Outros,0.9103836143145091
"Vitaminas R$129,33",Saúde,Saúde,0.6520198819976096
"Pagamento da empresa 5642,72 reais",Salário,Salário,0.9009196177859824
Uber para o trabalho 125.94 rs,Transporte,Transporte,0.7940763083761461
Mensalidade Unopar R$229.47,Educação,Educação,0.9288459576074507
"Material escolar R$291,54",Educação,Educação,0.9463353659945971
Dividendos ações R$ 62.69,Outros,Outros,0.9197215443589458
Devolução da loja R$ 31.34,Outros,Outros,0.931300097128898
"Bar com a galera 159,15 rs",Lazer,Lazer,0.920514476369339
Sapato novo 163.37 reais,Outros,Outros,0.9314580026497019
"Comprinhas básicas 29,08 rs",Mercado,Mercado,0.9354639846674337
Ajuda familiar R$217.97,Outros,Outros,0.9387125587587432
Água da SABESP R$502.93,Moradia,Moradia,0.9144585311154415
"Reembolso do plano 236,20 reais",Outros,Outros,0.9106992651471191
Aluguel do apartamento R$ 792.34,Moradia,Moradia,0.7236498641682259
Cafezinho da manhã R$16.21,Comida,Comida,0.9300273282950947
Prêmio da loteria R$ 151.66,Outros,Outros,0.900655753573651
Empréstimo recebido 175.51 reais,Outros,Outros,0.9315467784854811
Balada sábado 194.29 reais,Lazer,Lazer,0.9286780025386108
Pastel na feira 76.25 rs,Comida,Comida,0.8683984086825344
"Gás de cozinha R$278,92",Moradia,Moradia,0.9381666085320689
"Venda produtos 162,40 reais",Outros,Outros,0.9078051751446692
Conta de luz R$ 767,Moradia,Moradia,0.9547452655852467
"Apostila do concurso R$ 85,44",Educação,Educação,0.8535442217035153
"Devolução da loja 342,65 reais",Outros,Outros,0.9357811347699899
"13º salário 4838,13 rs",Salário,Salário,0.9487091440891233
Hambúrguer no food truck R$57.57,Comida,Comida,0.8876421132725666
"Prêmio da loteria 188,19 reais",Outros,Outros,0.9311074313951457
Material escolar 210.72 reais,Educação,Educação,0.9064764616250547
Corte de cabelo R$ 46.79,Outros,Outros,0.480734014471037
Reembolso do plano 95.15 reais,Outros,Outros,0.8734566505981002
Remédio da pressão 23.01 reais,Saúde,Saúde,0.9179244210465033
"Aluguel da casa 88,03 rs",Outros,Outros,0.5994843473270605
"Reforma do banheiro 1121,26 reais",Moradia,Moradia,0.8500958472265872
"IPTU 1796,56 reais",Moradia,Moradia,0.925336781163578
Atacadão compras 446.97 reais,Mercado,Mercado,0.9380380311570874
"Sacolão R$ 123,45",Mercado,Mercado,0.9352201698489416
PIX agendado R$ 178.34,Outros,Outros,0.9357934050151036
"Carnes no açougue 77,79 rs",Mercado,Mercado,0.90704427342152
"PLR da empresa 4090,64 rs",Salário,Salário,0.9089371722029007
"Exames de sangue 130,91 rs",Saúde,Saúde,0.9487253376059662
Troca de óleo 132.67 rs,Transporte,Transporte,0.9301894221856051
