text,amount_correct,category_correct,type_correct,confidence,model_confidence,final_category,gold_category
Pão de Açúcar 236.81 reais,True,True,True,1.0,0.94,Mercado,Mercado
"Plano de saúde 242,17 reais",True,True,True,0.77,0.93,Saúde,Saúde
Exames de sangue 145.42 reais,True,True,True,1.0,0.949,Saúde,Saúde
"Pagamento da empresa 2288,40 reais",True,True,False,0.77,0.928,Salário,Salário
"Cervejinha com os amigos 64,23 reais",True,True,True,0.77,0.919,Comida,Comida
Xerox das provas R$ 29.96,True,True,True,0.77,0.926,Educação,Educação
"Dentista R$57,65",True,True,True,1.0,0.633,Saúde,Saúde
"Passagem de ônibus R$ 53,25",True,True,True,1.0,0.927,Transporte,Transporte
"Hora extra R$ 4362,87",True,True,False,1.0,0.916,Salário,Salário
"Dividendos ações 96,30 rs",True,True,False,0.93,0.825,Outros,Outros
"Balada sábado R$112,89",True,True,True,0.77,0.919,Lazer,Lazer
"Emprestei 348,29 reais para o José",True,True,False,0.97,0.926,Outros,Outros
Perfume importado R$284.98,True,True,True,0.96,0.893,Outros,Outros
"Faxina da casa R$ 1783,69",True,True,True,0.75,0.874,Moradia,Moradia
Certificação online 205.88 reais,True,True,True,0.78,0.948,Educação,Educação
"Ajuda familiar R$361,23",True,True,False,0.97,0.92,Outros,Outros
Material escolar 237.19 reais,True,True,True,1.0,0.946,Educação,Educação
Faxina da casa R$ 259.66,True,True,True,0.74,0.843,Moradia,Moradia
PIX para José 24.81 rs,True,True,True,0.98,0.939,Outros,Outros
Remédio da pressão R$ 99.94,True,True,True,1.0,0.867,Saúde,Saúde
"Vendeu o celular R$ 32,16",True,True,True,0.96,0.91,Outros,Outros
"Passagem de ônibus R$ 37,48",True,True,True,1.0,0.91,Transporte,Transporte
"Transferência R$171,86 emergência",True,True,False,0.97,0.924,Outros,Outros
Prêmio da loteria 315.77 reais,True,True,False,0.96,0.904,Outros,Outros
Aula particular 39.51 rs,True,True,True,0.76,0.91,Educação,Educação
PIX para Juliana R$52.67,True,True,True,0.97,0.923,Outros,Outros
Pão de açúcar 50.89 reais,True,True,True,1.0,0.928,Mercado,Mercado
"Academia Smart Fit 32,76 rs",True,True,True,1.0,0.933,Saúde,Saúde
"Comprinhas básicas 206,55 rs",True,True,True,0.76,0.907,Mercado,Mercado
Corte de cabelo 62.04 rs,True,True,True,0.62,0.559,Salário,Salário
13º salário R$1219.35,True,True,True,1.0,0.951,Salário,Salário
"Aula particular R$ 49,26",True,True,True,0.76,0.912,Educação,Educação
Freelance programação R$1705.31,True,True,False,1.0,0.929,Salário,Salário
"Cashback do cartão 179,80 rs",True,True,True,0.97,0.926,Outros,Outros
"Troca de óleo 62,07 reais",True,True,True,0.77,0.914,Transporte,Transporte
Hora extra R$ 1489.34,True,True,False,1.0,0.918,Salário,Salário
Pastel na feira R$ 20.43,True,True,True,1.0,0.929,Comida,Comida
Seguro do carro R$138.96,True,True,True,1.0,0.799,Outros,Outros
"Extra supermercados R$213,48",True,True,True,1.0,0.883,Mercado,Mercado
Xerox das provas 50.05 reais,True,True,True,0.76,0.895,Educação,Educação
"Viagem para a praia 6,53 rs",True,True,True,0.74,0.84,Lazer,Lazer
Vendeu o celular 329.25 reais,True,True,True,0.97,0.935,Outros,Outros
"Sapato novo R$289,81",True,True,True,0.97,0.93,Outros,Outros
"Renda extra 100,01 reais",True,True,False,1.0,0.819,Outros,Outros
"Pão de Açúcar R$ 38,01",True,True,True,1.0,0.946,Mercado,Mercado
Passagem de ônibus R$167.51,True,True,True,1.0,0.939,Transporte,Transporte
"Apostila do concurso R$ 209,68",True,True,True,1.0,0.919,Educação,Educação
"Caneta e caderno R$ 55,33",True,True,True,0.76,0.893,Educação,Educação
"Hambúrguer no food truck R$57,92",True,True,True,0.76,0.898,Comida,Comida
"Comissão de vendas R$ 4429,93",True,True,False,0.77,0.936,Salário,Salário
Salário depositado 3566.84 rs,True,True,True,1.0,0.935,Salário,Salário
Bar com a galera 64.49 reais,True,True,True,1.0,0.885,Lazer,Lazer
40 reais em um gel de limpeza facial,True,True,True,0.95,0.615,Saúde,Saúde
Conserto do celular 288.35 reais,True,True,True,0.97,0.928,Outros,Outros
Sacolão 425.29 reais,True,True,True,0.77,0.93,Mercado,Mercado
Curso de inglês 287.96 rs,True,True,True,1.0,0.928,Educação,Educação
"Trabalho extra R$3420,53",True,True,False,1.0,0.925,Salário,Salário
Bilhete único R$33.54,True,True,True,0.77,0.925,Transporte,Transporte
Pão de Açúcar R$ 134.38,True,True,True,1.0,0.943,Mercado,Mercado
Roupas na C&A R$ 202.10,True,True,True,0.92,0.795,Outros,Outros
"Pagamento consultoria R$1515,50",True,True,False,0.75,0.865,Salário,Salário
Cafezinho da manhã R$ 34.48,True,True,True,0.77,0.92,Comida,Comida
PIX 307.65 rs divisão conta,True,True,True,0.96,0.888,Outros,Outros
"Pizza delivery 20,97 rs",True,True,True,1.0,0.946,Comida,Comida
"Uber para o trabalho R$8,06",True,True,True,1.0,0.828,Transporte,Transporte
Remédio da pressão 30.45 rs,True,True,True,1.0,0.939,Saúde,Saúde
Faxina da casa R$ 742.40,True,True,True,0.76,0.908,Moradia,Moradia
Seguro do carro 343 reais,True,True,True,1.0,0.747,Outros,Outros
Faxina da casa 1367.94 rs,True,True,True,0.72,0.805,Moradia,Moradia
"Apostila do concurso 161,54 reais",True,True,True,1.0,0.936,Educação,Educação
Pastel na feira R$64.78,True,True,True,1.0,0.926,Comida,Comida
Exames de sangue R$ 34.61,True,True,True,1.0,0.925,Saúde,Saúde
Bilhete único R$ 20.59,True,True,True,0.76,0.901,Transporte,Transporte
Faxina da casa 1704.31 reais,True,True,True,0.72,0.8,Moradia,Moradia
Renda extra R$316.16,True,True,False,1.0,0.792,Outros,Outros
Emprestei R$82.94 para o Francisca,True,True,False,0.97,0.929,Outros,Outros
"Reforma do banheiro 244,98 rs",True,True,True,0.73,0.835,Moradia,Moradia
Emprestei R$ 260.90 para o Maria,True,True,False,0.96,0.895,Outros,Outros
"Sapato novo R$ 320,99",True,True,True,1.0,0.905,Outros,Outros
Atacadão compras R$ 84.78,True,True,True,1.0,0.906,Mercado,Mercado
Material escolar 172.10 reais,True,True,True,1.0,0.915,Educação,Educação
"Venda produtos 390,02 rs",True,True,False,0.98,0.938,Outros,Outros
"Bonificação R$6506,27",True,True,True,1.0,0.617,Salário,Salário
Devolução da loja R$274.17,True,True,False,0.97,0.915,Outros,Outros
"PIX R$11,00 divisão conta",True,True,True,0.96,0.895,Outros,Outros
Devolução da loja R$ 166.49,True,True,False,0.97,0.93,Outros,Outros
Material de limpeza 248.08 rs,True,True,True,1.0,0.891,Moradia,Moradia
"Roupas na C&A R$328,22",True,True,True,0.93,0.825,Outros,Outros
"IPTU 1629,39 rs",True,True,True,0.76,0.912,Moradia,Moradia
Transferi 361.23 rs para minha irmã,True,True,True,0.97,0.929,Outros,Outros
Troca de óleo R$ 144.26,True,True,True,0.77,0.931,Transporte,Transporte
"Compras da semana 319,93 rs",True,True,True,1.0,0.906,Mercado,Mercado
Plano de saúde 213.30 rs,True,True,True,0.76,0.907,Saúde,Saúde
Cafezinho da manhã 51.10 reais,True,True,True,0.76,0.899,Comida,Comida
"Hora extra R$ 5159,96",True,True,False,1.0,0.913,Salário,Salário
"Comissão de vendas R$ 7384,42",True,True,False,0.77,0.932,Salário,Salário
"DOC R$125,62 para sogra",True,True,False,0.96,0.912,Outros,Outros
"Revisão do carro 174,14 rs",True,True,True,1.0,0.838,Transporte,Transporte
"Apostila do concurso 227,01 reais",True,True,True,1.0,0.922,Educação,Educação
99 pop 141.23 rs,True,True,True,1.0,0.916,Transporte,Transporte
Pão de açúcar R$ 80.46,True,True,True,1.0,0.923,Mercado,Mercado
Renda extra R$ 26.86,True,True,False,1.0,0.847,Outros,Outros
"Gasolina do carro 159,75 rs",True,True,True,1.0,0.803,Transporte,Transporte
Conserto do celular R$ 333.10,True,True,True,0.97,0.931,Outros,Outros
Bilhete único R$153.91,True,True,True,0.76,0.909,Transporte,Transporte
"Perfume importado 330,23 reais",True,True,True,0.96,0.911,Outros,Outros
Transferência 344.95 reais emergência,True,True,False,0.97,0.92,Outros,Outros
"Reforma do banheiro R$592,85",True,True,True,0.69,0.716,Moradia,Moradia
"Almocei hoje e gastei R$49,89",True,True,True,1.0,0.9,Comida,Comida
"Dividendos ações 95,76 reais",True,True,False,0.97,0.914,Outros,Outros
Remédio da pressão 187.17 reais,True,True,True,1.0,0.94,Saúde,Saúde
"Transferi 389,17 reais para minha irmã",True,True,True,0.97,0.926,Outros,Outros
Cashback do cartão 28.41 rs,True,True,True,0.97,0.935,Outros,Outros
Hora extra R$1997.43,True,True,False,1.0,0.907,Salário,Salário
"Pizza delivery R$ 19,74",True,True,True,1.0,0.946,Comida,Comida
"Aluguel da casa 124,95 rs",True,True,False,0.95,0.623,Outros,Outros
Pastel na feira R$79.23,True,True,True,1.0,0.934,Comida,Comida
Devolução da loja R$92.10,True,True,False,0.98,0.942,Outros,Outros
"Carnes no açougue R$ 325,69",True,True,True,0.76,0.911,Mercado,Mercado
"Troca de óleo 110,14 rs",True,True,True,0.77,0.933,Transporte,Transporte
"Mandei R$ 216,06 pro Francisca",True,True,True,0.97,0.929,Outros,Outros
"Material de limpeza 1613,79 reais",True,True,True,1.0,0.788,Moradia,Moradia
Reembolso do plano 341.15 rs,True,True,False,0.97,0.915,Outros,Outros
"Teatro municipal 105,36 rs",True,True,True,1.0,0.913,Lazer,Lazer
Reembolso do plano R$ 122.44,True,True,False,0.97,0.926,Outros,Outros
"Xerox das provas 25,93 rs",True,True,True,0.77,0.926,Educação,Educação
Hambúrguer no food truck 9.19 rs,True,True,True,0.76,0.905,Comida,Comida
"Xerox das provas 212,17 reais",True,True,True,0.78,0.946,Educação,Educação
"Cinema no shopping R$143,50",True,True,True,1.0,0.881,Lazer,Lazer
"Aluguel da casa 236,64 reais",True,True,False,0.95,0.623,Outros,Outros
Seguro do carro 202.33 reais,True,True,True,1.0,0.766,Outros,Outros
Cashback do cartão R$ 116.06,True,True,True,0.98,0.943,Outros,Outros
"Vendeu o celular 356,84 reais",True,True,True,0.97,0.93,Outros,Outros
"Bilhete único 42,83 rs",True,True,True,0.77,0.913,Transporte,Transporte
Conta de luz 1069.51 rs,True,True,True,1.0,0.944,Moradia,Moradia
Conta de luz 600.83 rs,True,True,True,1.0,0.925,Moradia,Moradia
Transferi 160.04 rs para minha mãe,True,True,True,0.96,0.911,Outros,Outros
"Conta de luz R$143,51",True,True,True,1.0,0.941,Moradia,Moradia
"Cashback do cartão R$ 195,51",True,True,True,0.97,0.924,Outros,Outros
Pagamento consultoria R$1847.54,True,True,False,0.76,0.891,Salário,Salário
Troca de óleo 176.13 reais,True,True,True,0.78,0.942,Transporte,Transporte
"Teatro municipal 38,82 rs",True,True,True,1.0,0.922,Lazer,Lazer
Compras da semana 410.51 reais,True,True,True,1.0,0.937,Mercado,Mercado
TED R$309.83 pagamento,True,True,False,0.92,0.802,Outros,Outros
Mensalidade Unopar 268.52 reais,True,True,True,0.78,0.946,Educação,Educação
"Internet banda larga 144,07 rs",True,True,True,1.0,0.79,Moradia,Moradia
PIX para Luiza R$ 86.55,True,True,True,0.97,0.93,Outros,Outros
"Teatro municipal R$ 14,56",True,True,True,1.0,0.923,Lazer,Lazer
"Carnes no açougue R$ 116,94",True,True,True,0.77,0.929,Mercado,Mercado
Taxa do banco 54.84 rs,True,True,True,0.97,0.93,Outros,Outros
"Troca de óleo 64,55 reais",True,True,True,0.77,0.932,Transporte,Transporte
Devolução da loja 275.49 reais,True,True,False,0.97,0.934,Outros,Outros
Material escolar 332.87 reais,True,True,True,1.0,0.945,Educação,Educação
"Pagamento da empresa 4052,95 rs",True,True,False,0.75,0.876,Salário,Salário
Cafezinho da manhã 37.86 rs,True,True,True,0.76,0.888,Comida,Comida
IPTU 1595.74 reais,True,True,True,0.77,0.917,Moradia,Moradia
"Carnes no açougue 117,42 reais",True,True,True,0.77,0.93,Mercado,Mercado
"Cafezinho da manhã R$ 15,48",True,True,True,0.77,0.933,Comida,Comida
Hambúrguer no food truck R$44.06,True,True,True,0.77,0.929,Comida,Comida
"PIX agendado R$108,67",True,True,True,0.98,0.942,Outros,Outros
"Prêmio da loteria R$156,12",True,True,False,0.98,0.941,Outros,Outros
"Hora extra R$6634,77",True,True,False,1.0,0.924,Salário,Salário
"Taxa do banco R$290,63",True,True,True,0.98,0.946,Outros,Outros
"Água da SABESP R$758,06",True,True,True,1.0,0.891,Moradia,Moradia
"Material escolar 139,47 rs",True,True,True,1.0,0.945,Educação,Educação
"15,17 rs no lanche da tarde",True,True,True,1.0,0.922,Comida,Comida
Cashback do cartão R$ 104.82,True,True,True,0.97,0.934,Outros,Outros
"Cafezinho da manhã 79,13 rs",True,True,True,0.78,0.94,Comida,Comida
13º salário R$ 4405.21,True,True,True,1.0,0.947,Salário,Salário
"Presente de aniversário R$208,41",True,True,True,0.97,0.934,Outros,Outros
Troca de óleo 37.67 reais,True,True,True,0.77,0.918,Transporte,Transporte
13º salário R$ 5611.63,True,True,True,1.0,0.938,Salário,Salário
Apostila do concurso R$ 71.82,True,True,True,1.0,0.923,Educação,Educação
Compras da semana 389.15 rs,True,True,True,1.0,0.937,Mercado,Mercado
Spotify premium 170.92 rs,True,True,True,1.0,0.941,Lazer,Lazer
Empréstimo recebido 154.03 rs,True,True,True,0.97,0.936,Outros,Outros
Academia Smart Fit R$74.70,True,True,True,1.0,0.936,Saúde,Saúde
"Corte de cabelo 253,73 rs",True,True,True,0.83,0.567,Outros,Outros
"Comprinhas básicas R$406,10",True,True,True,0.76,0.91,Mercado,Mercado
"Ajuda familiar R$ 44,64",True,True,False,0.97,0.932,Outros,Outros
Vendeu o celular R$ 332.85,True,True,True,0.97,0.937,Outros,Outros
Ajuda familiar R$ 357.25,True,True,False,0.97,0.933,Outros,Outros
"Extra supermercados 103,53 rs",True,True,True,1.0,0.847,Mercado,Mercado
Trabalho extra 2838.88 reais,True,True,False,1.0,0.898,Salário,Salário
"Aluguel do apartamento R$ 205,23",True,True,True,1.0,0.798,Moradia,Moradia
Comprinhas básicas R$44.59,True,True,True,0.78,0.942,Mercado,Mercado
"Pão de Açúcar 164,57 reais",True,True,True,1.0,0.942,Mercado,Mercado
Ajuda familiar 60.07 rs,True,True,False,0.97,0.916,Outros,Outros
"Uber para o trabalho 94,30 rs",True,True,True,1.0,0.837,Transporte,Transporte
"Prêmio da loteria R$222,08",True,True,False,0.95,0.887,Outros,Outros
"Drogaria pacheco 105,45 rs",True,True,True,1.0,0.91,Saúde,Saúde
Pão de Açúcar R$ 241.20,True,True,True,1.0,0.918,Mercado,Mercado
"Açaí com granola 68,35 reais",True,True,True,0.74,0.847,Comida,Comida
Emprestei R$61.16 para o João,True,True,False,0.97,0.933,Outros,Outros
68.23 reais no lanche da tarde,True,True,True,1.0,0.917,Comida,Comida
Spotify premium 144.98 reais,True,True,True,1.0,0.92,Lazer,Lazer
"DOC R$214,30 para irmão",True,True,False,0.96,0.91,Outros,Outros
"Vitaminas R$129,33",True,True,True,0.66,0.652,Saúde,Saúde
"Pagamento da empresa 5642,72 reais",True,True,False,0.76,0.901,Salário,Salário
Uber para o trabalho 125.94 rs,True,True,True,1.0,0.794,Transporte,Transporte
Mensalidade Unopar R$229.47,True,True,True,0.77,0.929,Educação,Educação
"Material escolar R$291,54",True,True,True,1.0,0.946,Educação,Educação
Dividendos ações R$ 62.69,True,True,False,0.97,0.92,Outros,Outros
Devolução da loja R$ 31.34,True,True,False,0.97,0.931,Outros,Outros
"Bar com a galera 159,15 rs",True,True,True,1.0,0.921,Lazer,Lazer
Sapato novo 163.37 reais,True,True,True,0.97,0.931,Outros,Outros
"Comprinhas básicas 29,08 rs",True,True,True,0.77,0.935,Mercado,Mercado
Ajuda familiar R$217.97,True,True,False,0.98,0.939,Outros,Outros
Água da SABESP R$502.93,True,True,True,1.0,0.914,Moradia,Moradia
"Reembolso do plano 236,20 reais",True,True,False,0.96,0.911,Outros,Outros
Aluguel do apartamento R$ 792.34,True,True,True,1.0,0.724,Moradia,Moradia
Cafezinho da manhã R$16.21,True,True,True,0.77,0.93,Comida,Comida
Prêmio da loteria R$ 151.66,True,True,False,0.96,0.901,Outros,Outros
Empréstimo recebido 175.51 reais,True,True,True,0.97,0.932,Outros,Outros
Balada sábado 194.29 reais,True,True,True,0.77,0.929,Lazer,Lazer
Pastel na feira 76.25 rs,True,True,True,1.0,0.868,Comida,Comida
"Gás de cozinha R$278,92",True,True,True,0.78,0.938,Moradia,Moradia
"Venda produtos 162,40 reais",True,True,False,0.96,0.908,Outros,Outros
Conta de luz R$ 767,True,True,True,1.0,0.955,Moradia,Moradia
"Apostila do concurso R$ 85,44",True,True,True,1.0,0.854,Educação,Educação
"Devolução da loja 342,65 reais",True,True,False,0.97,0.936,Outros,Outros
"13º salário 4838,13 rs",True,True,True,1.0,0.949,Salário,Salário
Hambúrguer no food truck R$57.57,True,True,True,0.76,0.888,Comida,Comida
"Prêmio da loteria 188,19 reais",True,True,False,0.97,0.931,Outros,Outros
Material escolar 210.72 reais,True,True,True,1.0,0.906,Educação,Educação
Corte de cabelo R$ 46.79,True,True,True,0.79,0.481,Outros,Outros
Reembolso do plano 95.15 reais,True,True,False,0.95,0.873,Outros,Outros
Remédio da pressão 23.01 reais,True,True,True,1.0,0.918,Saúde,Saúde
"Aluguel da casa 88,03 rs",True,True,False,0.94,0.599,Outros,Outros
"Reforma do banheiro 1121,26 reais",True,True,True,0.74,0.85,Moradia,Moradia
"IPTU 1796,56 reais",True,True,True,0.77,0.925,Moradia,Moradia
Atacadão compras 446.97 reais,True,True,True,1.0,0.938,Mercado,Mercado
"Sacolão R$ 123,45",True,True,True,0.77,0.935,Mercado,Mercado
PIX agendado R$ 178.34,True,True,True,0.97,0.936,Outros,Outros
"Carnes no açougue 77,79 rs",True,True,True,0.76,0.907,Mercado,Mercado
"PLR da empresa 4090,64 rs",True,True,False,0.76,0.909,Salário,Salário
"Exames de sangue 130,91 rs",True,True,True,1.0,0.949,Saúde,Saúde
Troca de óleo 132.67 rs,True,True,True,0.77,0.93,Transporte,Transporte
